,playlist_name,artist_names,first_genre,enoa_subgenre_matches,top,left,best_playlist_match,best_enoa_match
963,zoukini,['Sofia Karlberg'],viral pop,"['neo-funk', 'shamanic']",10233,765,"['viral pop', 'french pop', 'french hip hop', 'trap brasileiro', 'chillhop', 'bongo flava', 'hip hop tuga', 'permanent wave', 'nova mpb', 'azontobeats', 'alt z', 'afrobeats', 'high vibe', 'folk brasileiro', 'nyc pop', 'world', 'pop nacional', 'dutch hip hop', 'indie anthem-folk', 'swedish pop', 'latin arena pop', 'indie folk', 'ambient worship', 'zouk riddim', 'pop', 'afro soul', 'acoustic cover', 'latintronica', 'reggaeton colombiano', 'kizomba', 'latin hip hop', 'reggaeton', 'urban kiz', 'kuduro antigo', 'zouk', 'deep euro house']","['high vibe', 'ecuadorian indie', 'world', 'folklore boliviano', 'nuevo folklore mexicano', 'shamanic']"
972,zoukini,['Alex & Sierra'],pop,"['bachata', 'downtempo', 'neo-funk']",4997,783,"['pop', 'afro soul', 'zouk riddim', 'latintronica', 'latin arena pop', 'reggaeton colombiano', 'kizomba', 'swedish pop', 'latin hip hop', 'dutch hip hop', 'pop nacional', 'reggaeton', 'urban kiz', 'kuduro antigo', 'zouk', 'nyc pop', 'afrobeats', 'alt z', 'azontobeats', 'permanent wave', 'deep euro house', 'bongo flava', 'trap brasileiro', 'french pop', 'viral pop', 'french hip hop', 'chillhop', 'hip hop tuga', 'nova mpb', 'high vibe', 'folk brasileiro', 'world', 'indie anthem-folk', 'ambient worship', 'indie folk', 'acoustic cover']","['afro soul', 'indie soul', 'latin funk', 'deep funk', 'funk', 'psychedelic soul', 'rare groove', 'afrobeat', 'instrumental funk', 'brass band', 'jazz funk']"
978,zoukini,['John Splithoff'],nyc pop,"['latin-pop', 'shamanic']",8249,753,"['nyc pop', 'alt z', 'afrobeats', 'azontobeats', 'permanent wave', 'bongo flava', 'trap brasileiro', 'pop nacional', 'dutch hip hop', 'swedish pop', 'french pop', 'latin arena pop', 'viral pop', 'french hip hop', 'chillhop', 'zouk riddim', 'hip hop tuga', 'pop', 'nova mpb', 'afro soul', 'high vibe', 'folk brasileiro', 'latintronica', 'reggaeton colombiano', 'kizomba', 'world', 'latin hip hop', 'reggaeton', 'urban kiz', 'kuduro antigo', 'indie anthem-folk', 'zouk', 'indie folk', 'ambient worship', 'deep euro house', 'acoustic cover']","['ecuadorian indie', 'high vibe', 'world', 'folklore boliviano', 'nuevo folklore mexicano', 'shamanic']"
990,lady stardust,['Foster The People'],indietronica,['new-wave'],5143,677,"['indietronica', 'new wave', 'new romantic', 'madchester', 'alternative dance', 'uk post-punk', 'brooklyn indie', 'garage rock', 'art pop', 'alternative rock', 'dream pop', 'grunge', 'art rock', 'chamber pop', 'classic rock', 'alternative americana', 'countrygaze']","['new wave', 'new romantic', 'madchester', 'art rock']"
1025,lady stardust,['The Whitest Boy Alive'],alternative dance,[],2674,815,"['alternative dance', 'new romantic', 'indietronica', 'new wave', 'madchester', 'uk post-punk', 'brooklyn indie', 'garage rock', 'art pop', 'alternative rock', 'dream pop', 'grunge', 'art rock', 'chamber pop', 'classic rock', 'alternative americana', 'countrygaze']","['new wave', 'new romantic', 'madchester', 'art rock']"
1032,lady stardust,['LCD Soundsystem'],alternative dance,[],2674,815,"['alternative dance', 'new romantic', 'indietronica', 'new wave', 'madchester', 'uk post-punk', 'brooklyn indie', 'garage rock', 'art pop', 'alternative rock', 'dream pop', 'grunge', 'art rock', 'chamber pop', 'classic rock', 'alternative americana', 'countrygaze']","['new wave', 'new romantic', 'madchester', 'art rock']"
1045,lady stardust,['LCD Soundsystem'],alternative dance,[],2674,815,"['alternative dance', 'new romantic', 'indietronica', 'new wave', 'madchester', 'uk post-punk', 'brooklyn indie', 'garage rock', 'art pop', 'alternative rock', 'dream pop', 'grunge', 'art rock', 'chamber pop', 'classic rock', 'alternative americana', 'countrygaze']","['new wave', 'new romantic', 'madchester', 'art rock']"
1209,hollow sound of morning chimes,['Bango'],psicodelia brasileira,"['acoustic-indie', 'classic-rock', 'shamanic']",12896,716,"['psicodelia brasileira', 'musica goiana', 'chamber pop', 'ambient pop', 'alternative americana', 'j-acoustic', 'nova mpb', 'indie folk', 'pop folk', 'brazilian boogie', 'brazilian soul', 'dream pop', 'alternative rock', 'art pop', 'ambient folk', 'british folk', 'cantautora mexicana', 'garage rock', 'turkish alternative', 'bossa nova', 'indie garage rock', 'musica popular paraense', 'brooklyn indie', 'turkish alternative rock', 'classic city pop', 'indie soul', 'samba-jazz', 'french indie pop', 'chillwave', 'j-rock', 'shimmer pop', 'downtempo', 'popping']","['world', 'folklore boliviano', 'nuevo folklore mexicano', 'high vibe', 'shamanic', 'ecuadorian indie']"
1236,hollow sound of morning chimes,['Tomoko Aran'],classic city pop,['latin-pop'],7956,734,"['classic city pop', 'turkish alternative rock', 'brooklyn indie', 'indie soul', 'musica popular paraense', 'indie garage rock', 'turkish alternative', 'garage rock', 'cantautora mexicana', 'french indie pop', 'art pop', 'chillwave', 'alternative rock', 'j-rock', 'dream pop', 'brazilian soul', 'shimmer pop', 'brazilian boogie', 'downtempo', 'nova mpb', 'popping', 'j-acoustic', 'psicodelia brasileira', 'musica goiana', 'chamber pop', 'ambient pop', 'alternative americana', 'indie folk', 'pop folk', 'ambient folk', 'british folk', 'bossa nova', 'samba-jazz']","['spanish pop', 'latin arena pop', 'latin pop', 'pop flamenco']"
1243,hollow sound of morning chimes,['Dom Salvador & Abolição'],brazilian soul,"['brazilian-funk', 'neo-funk', 'shamanic']",10283,891,"['brazilian soul', 'dream pop', 'brazilian boogie', 'art pop', 'alternative rock', 'cantautora mexicana', 'turkish alternative', 'nova mpb', 'garage rock', 'indie garage rock', 'musica popular paraense', 'brooklyn indie', 'j-acoustic', 'turkish alternative rock', 'classic city pop', 'psicodelia brasileira', 'musica goiana', 'chamber pop', 'indie soul', 'ambient pop', 'alternative americana', 'french indie pop', 'chillwave', 'indie folk', 'j-rock', 'pop folk', 'shimmer pop', 'downtempo', 'popping', 'ambient folk', 'british folk', 'bossa nova', 'samba-jazz']","['high vibe', 'ecuadorian indie', 'world', 'folklore boliviano', 'nuevo folklore mexicano', 'shamanic']"
1244,hollow sound of morning chimes,"['Ariel Pink', 'DāM-FunK']",popping,"['bachata', 'ethnotronica', 'house', 'nu-disco', 'reggaeton']",4267,1146,"['popping', 'downtempo', 'shimmer pop', 'j-rock', 'chillwave', 'french indie pop', 'indie soul', 'classic city pop', 'turkish alternative rock', 'brooklyn indie', 'musica popular paraense', 'indie garage rock', 'turkish alternative', 'garage rock', 'cantautora mexicana', 'art pop', 'alternative rock', 'dream pop', 'brazilian soul', 'brazilian boogie', 'nova mpb', 'j-acoustic', 'psicodelia brasileira', 'musica goiana', 'chamber pop', 'ambient pop', 'alternative americana', 'indie folk', 'pop folk', 'ambient folk', 'british folk', 'bossa nova', 'samba-jazz']","['colombian pop', 'reggaeton flow', 'latin hip hop', 'reggaeton', 'flamenco urbano']"
1254,hollow sound of morning chimes,['Lin Pesto'],turkish alternative rock,"['acoustic-indie', 'alt-rock', 'indie-pop', 'new-wave']",8149,490,"['turkish alternative rock', 'classic city pop', 'brooklyn indie', 'indie garage rock', 'musica popular paraense', 'turkish alternative', 'garage rock', 'indie soul', 'cantautora mexicana', 'art pop', 'alternative rock', 'french indie pop', 'chillwave', 'dream pop', 'j-rock', 'brazilian soul', 'brazilian boogie', 'shimmer pop', 'downtempo', 'nova mpb', 'popping', 'j-acoustic', 'psicodelia brasileira', 'musica goiana', 'chamber pop', 'ambient pop', 'alternative americana', 'indie folk', 'pop folk', 'ambient folk', 'british folk', 'bossa nova', 'samba-jazz']","['madchester', 'new wave', 'new romantic', 'art rock']"
1533,bitches brew,['Chihiro Yamanaka'],japanese jazz,"['brazilian-funk', 'classic-rock', 'classic-soul', 'neo-funk', 'shamanic']",14552,779,"['japanese jazz', 'jazz funk', 'classic japanese jazz', 'arabic jazz', 'afrobeat', 'israeli jazz', 'danish jazz', 'soul jazz', 'arab groove', 'avant-garde jazz', 'afrofuturism', 'arab alternative', 'arab folk', 'jazz saxophone', 'cool jazz', 'bebop', 'israeli indie', 'brazilian indie', 'jazz piano']","['shamanic', 'nuevo folklore mexicano', 'folklore boliviano', 'world', 'high vibe', 'ecuadorian indie']"
1539,bitches brew,"['Cal Tjader', 'Eddie Palmieri']",jazz piano,[],19737,973,"['jazz piano', 'bebop', 'cool jazz', 'jazz saxophone', 'arab folk', 'avant-garde jazz', 'soul jazz', 'danish jazz', 'israeli jazz', 'arabic jazz', 'classic japanese jazz', 'jazz funk', 'japanese jazz', 'afrobeat', 'arab groove', 'afrofuturism', 'arab alternative', 'israeli indie', 'brazilian indie']","['shamanic', 'nuevo folklore mexicano', 'folklore boliviano', 'world', 'high vibe', 'ecuadorian indie']"
1553,bitches brew,['Ramsey Lewis Trio'],soul jazz,"['acoustic-guitar', 'bossa nova', 'classic-soul', 'jazz']",17809,843,"['soul jazz', 'danish jazz', 'avant-garde jazz', 'israeli jazz', 'arab folk', 'jazz saxophone', 'cool jazz', 'bebop', 'jazz piano', 'arabic jazz', 'classic japanese jazz', 'jazz funk', 'japanese jazz', 'afrobeat', 'arab groove', 'afrofuturism', 'arab alternative', 'israeli indie', 'brazilian indie']","['danish jazz', 'avant-garde jazz', 'jazz saxophone', 'adult standards', 'british jazz', 'cool jazz', 'bebop', 'classic japanese jazz']"
1587,nightbirds,['Hercules & Love Affair'],alternative dance,[],2674,815,"['alternative dance', 'tropical alternativo', 'synth funk', 'indie soul', 'brazilian rock', 'disco', 'musica popular paraense', 'art pop', 'funk', 'album rock', 'brazilian boogie', 'psychedelic soul', 'arab groove', 'black americana', 'motown', 'traditional soul', 'northern soul', 'afrobeat', 'southern soul', 'memphis soul', 'jazz funk', 'blues rock', 'classic soul', 'chicago soul', 'soul', 'bossa nova', 'adult standards', 'jazz blues', 'bebop']","['danish jazz', 'avant-garde jazz', 'jazz saxophone', 'adult standards', 'british jazz', 'cool jazz', 'bebop', 'classic japanese jazz']"
1592,nightbirds,['Bobby Hebb'],northern soul,"['classic-rock', 'classic-soul', 'shamanic']",12909,746,"['northern soul', 'traditional soul', 'afrobeat', 'southern soul', 'motown', 'memphis soul', 'black americana', 'arab groove', 'psychedelic soul', 'jazz funk', 'blues rock', 'classic soul', 'brazilian boogie', 'album rock', 'chicago soul', 'funk', 'art pop', 'soul', 'bossa nova', 'musica popular paraense', 'disco', 'brazilian rock', 'indie soul', 'adult standards', 'jazz blues', 'bebop', 'synth funk', 'tropical alternativo', 'alternative dance']","['world', 'folklore boliviano', 'nuevo folklore mexicano', 'high vibe', 'shamanic', 'ecuadorian indie']"
1593,nightbirds,['Elia y Elizabeth'],tropical alternativo,"['bachata', 'electronica', 'house', 'kizomba', 'lo-fi', 'neo-funk', 'neo-soul']",4997,973,"['tropical alternativo', 'synth funk', 'indie soul', 'alternative dance', 'brazilian rock', 'disco', 'musica popular paraense', 'art pop', 'funk', 'album rock', 'brazilian boogie', 'psychedelic soul', 'arab groove', 'black americana', 'motown', 'traditional soul', 'northern soul', 'afrobeat', 'southern soul', 'memphis soul', 'jazz funk', 'blues rock', 'classic soul', 'chicago soul', 'soul', 'bossa nova', 'adult standards', 'jazz blues', 'bebop']","['afro soul', 'indie soul']"
1631,nightbirds,['Alice Clark'],traditional soul,"['afro-jazz', 'brazilian-funk', 'classic-soul', 'neo-funk', 'shamanic']",12609,810,"['traditional soul', 'motown', 'northern soul', 'afrobeat', 'southern soul', 'black americana', 'arab groove', 'memphis soul', 'psychedelic soul', 'brazilian boogie', 'album rock', 'jazz funk', 'blues rock', 'classic soul', 'chicago soul', 'funk', 'art pop', 'musica popular paraense', 'soul', 'disco', 'bossa nova', 'brazilian rock', 'indie soul', 'adult standards', 'jazz blues', 'bebop', 'synth funk', 'tropical alternativo', 'alternative dance']","['world', 'folklore boliviano', 'high vibe', 'nuevo folklore mexicano', 'shamanic', 'ecuadorian indie']"
